category,Questions,Tags
spouseage,how old is your partner,31
spouseage,how old is your husband,31
spouseage,how old is your fiance,31
spouseage,what is the age of your fiance,31
spouseage,how old is your girlfriend,31
spouseage,how agey is your boyfriend,31
foodbackthere,what kind of food do you have back there,32
foodbackthere,what kind of food does your country have,32
foodbackthere,what kind of meals do you have back there,32
foodbackthere,what cuisines do you have in your country of origin,32
foodbackthere,what kind of food did you part take in back there,32
foodbackthere,tell me a little about the food you had back there,32
foodbackthere,what food did you have back there,32
goodcomm,what do you think a good community is,33
goodcomm,what do you think is a good society,33
goodcomm,what is the meaning of a good community in your books,33
goodcomm,"what is the meaning of a good society, a good community, a good place for people to live, in your books",33
goodcomm,and what do you mean when it comes to defining a good society,33
goodcomm,what is a good community,33
goodcomm,what is your opinion on a good community,33
goodcomm,what is a good community in your books,33
goodcomm,"in your personal self opinion, what is a good community how would you define a good community",33
faveperson,who is your favorite person,34
faveperson,who is the person you look up to,34
faveperson,what person do you look up to,34
faveperson,who is your idol,34
faveperson,who has been the most influential person in your life,34
faveperson,who would you call the most important person in your life,34
faveperson,who has influenced you the most,34
faveperson,"who is your role model, please tell me about this, I implore you",34
sameliking,I like it too,35
sameliking,"you know what, I love it too",35
sameliking,I am glad we like the same things,35
sameliking,what a coincidence! I like it too,35
sameliking,that’s amazing we like the same stuff,35
sameliking,oh amazing we like the same things,35
sameliking,so surprising that we like the same stuff,35
sameliking,wow I love it too,35
sameliking,oh damn we both like the same stuff,35
sameliking,we both like the same things,35
sameliking,"talk about coincidence, I like it too",35
sameliking,"man, I like it too",35
importanceedu,how do you define the importance of education,36
importanceedu,what is your thought about a good education,36
importanceedu,does a decent education affect the developmemt of a little one,36
importanceedu,what do you think is the role of a good education in the growth of children,36
importanceedu,is a good education pertinent to the development of a child,36
importanceedu,what is the importance of education,36
importanceedu,do you think a good education is important,36
importanceedu,do you think a proper education is important,36
importanceedu,in your opinion how important is a good education,36
importanceedu,what is your outlook on the significance on the quality of education,36
importanceedu,how do you view the value of a strong educational background,36
hardeststruggle,what has been the hardest struggle for you during the move/transition,37
hardeststruggle,what was the trickiest part of the transition for you,37
hardeststruggle,what the trickiest part about the move for you,37
hardeststruggle,what has been the most challenging element of the transition,37
hardeststruggle,what has been the hardest part of the move for you,37
hardeststruggle,what has been the most difficult part of the transition ,37
hardeststruggle,what has been the most difficult part of the move,37
hardeststruggle,"what would you say, in your opinion, has been the most challenging part of the move",37
ushealthcare,how has your experience been with the US healthcare services so far,38
ushealthcare,how has the U.S healthcare treated you,38
ushealthcare,how do you like the U.S healthcare amenities so far,38
ushealthcare,what has been your exposure to the US healthcare,38
ushealthcare,how do you like the healthcare system over here,38
ushealthcare,what has been your encounter with the U.S. Healthcare,38
ushealthcare,what impressions do you have for the US healthcare,38
ushealthcare,what do you think of the us health care system,38
howdidutravel,how did you come to the US?,39
howdidutravel,how did you travel to the united states of america,39
howdidutravel,how was the travelling for you to the USA,39
howdidutravel,what was the travelling process like when you were on your way to the USA,39
howdidutravel,how did you transport yourself from there to here,39
howdidutravel,how did you transport yourself from afghanistan to USA,39
howdidutravel,what was the journey to the U.S. of A like,39
howdidutravel,what was the travel like from there to the USA,39
howdidutravel,how did you travel,39
howdidutravel,How did you find your self in the US,39
howdidutravel,How did you manage to get to the US,39
howdidutravel,what was the travelling like for you to get to the united states,39
howdidutravel,what mode of transportation did you use to get to the united states,39
opiniononwork,what do you think of your work,40
opiniononwork,whats your opinion on the kind of work you do? Do you like it?,40
opiniononwork,do you like your work,40
opiniononwork,do you like the job you do,40
opiniononwork,tell me something that you like about your job,40
dating,are you dating someone as of now,41
dating,are you seeing someone as of now,41
dating,are you single currently ,41
dating,are you talking to someone as of now in terms of dating,41
dating,"presently, are you married",41
dating,who are you dating as of current?,41
dating,as of present who are you dating?,41
dating,what is your marital status?,41
dating,what is your present marital status?,41
immistatus,what is your immigration status?,42
immistatus,what kind of VISA are you on here in the U.S. of A.,42
immistatus,what is your visa status ,42
immistatus,what is the level of your visa while here,42
immistatus,what kind of VISA do you have?,42
kidsinfo,tell me about your daughter,43
kidsinfo,what can you tell me about your offsprings,43
kidsinfo,who is your son ?,43
kidsinfo,who is your daughter?,43
kidsinfo,do you have children of your own as of now,43
kidsinfo,do you have any kids?,43
kidsinfo,what can you tell me about your daughter,43
kidsinfo,do you love your daughter?,43
kidsinfo,tell me about your son?,43
kidsinfo,what can you tell me about your son,43
morekidsques,are you expecting more kids,44
morekidsques,are you trying to have more kids,44
morekidsques,would you like to have more kids in the future,44
howmeetspouse,how did you meet your spouse?,45
howmeetspouse,so how did you meet your partner?,45
howmeetspouse,"how did you meet her, your wife?",45
howmeetspouse,how the hell did you end up meeting your spouse,45
howmeetspouse,how in the world did you find your wife,45
howmeetspouse,"how did you meet him, your husband?",45
howmeetspouse,how did you meet your spouse?,45
howmeetspouse,what is the story behind you meeting your life partner,45
howmeetspouse,what is the story behind you meeting your wife,45
howmeetspouse,what is the story behind you meeting your husband,45
howmeetspouse,how did you meet your boyfriend,45
howmeetspouse,how did you meet your girlfriend,45
faveplacesus,what places in USA are your favorite?,46
faveplacesus,what place s do you like to visit in the US?,46
faveplacesus,what places do you like to visit in the united states generally,46
faveplacesus,any place here you like in particular to visit and explore,46
faveplacesaz,what places do you like to visit in Arizona?,47
faveplacesaz,are there any places in arizona that are up your alley,47
faveplacesaz,any places in arizona that suit your taste?,47
faveplacesmex,what places in mexico do you like?,48
faveplacesmex,any places in mexico you like to visit?,48
faveplacesmex,what are your favorite places in mexico?,48
faveplacesmex,what places do you like to visit while in Mexico?,48
faveplacesmex,what places in mexico are close to your heart?,48
cartelinfo,what can you tell me about the cartel,49
cartelinfo,did you have any connections to the cartel,49
cartelinfo,is cartel a big problem in mexico,49
cartelinfo,was cartel a serious threat,49
cartelinfo,what were your concerns about cartel,49
cartelinfo,were you ever concerned about cartel ,49
cartelinfo,tell me some thing about the cartel,49
cartelinfo,was cartel a serious concern for you and your family members,49
hometown,please tell me about your hometown,50
hometown,what can you tell me about your home town,50
hometowninfo,where is your hometown,50
hometowninfo,where is piedras negras,50
hometowninfo,where in mexico is the city of piedras negras,50
hometown,can I get some info on your home town?,50
hometown,please tell me something about your home town - the place where you were born,50
hometowninfo,where is your birth town,50
hometowninfo,where is the town where you were born,50
hwereborninfo,where were you born,50
hwereborninfo,where did your birth take place,50
spawninfo,where did you spawn,51
spawninfo,where did you land on the planet of earth,51
spawninfo,where in the universe did you spawn,51
schooling,where did you do your schooling from ,52
schooling,what can you tell me about your education,52
schooling,tell me something about your education experience,52
schooling,and how was your education,52
schooling,how was your education. Please tell me a little bit about it,52
schooling,whence did you do your schooling form ,52
schooling,tell me about your schooling,52
schooling,tell me something about your school,52
schooling,tell me some thing about your education experience,52
schooling,lets talk about your education experience,52
schooling,how was your schooling,52
schooling,what was your schooling like,52
schooling,so how was your school,52
schooling,how your school? Was it good? Or was it ok?,52
schooling,lets have a conversation about your educational experience,52
schooling,tell me some thing about your educational experience,52
schooling,please tell me a lil sum about your education experience,52
raisingkids,how do you find raising your kids here,53
raisingkids,how do you find raising your kid here,53
raisingkids,what is it like to raise your kid here in USA,53
raisingkids,how do you find raising your daughter here in the USA,53
raisingkids,how do you find raising your lovely daughter here in the USA,53
raisingkids,is it hard for you to raise your child here in the USA,53
raisingkids,what struggles do you have to face while raising your child here in the united states of america,53
amenities,what do you think of the amenities here in the USA,54
amenities,what do you feel about the amenities here in this country,54
amenities,do you like the amenities here in the USA,54
amenities,"amenities wise, what do you think of USA",54
amenities,do you like what we have here in the USA,54
amenities,"do you like what we have here, amenities wise, in America",54
amenities,I implore thee to tell me about your experience with the amenities here in the USA,54
safehere,do you feel safe here,55
safehere,do you feel safe and secure here,55
safehere,do you feel safe and sound here ,55
safehere,do you have feelings of safety here,55
safehere,"talking in terms of safeness and security, do you think moving to United States was a wise move",55
safehere,"looking back, do you think you made a wise move to move to the USA when it comes to safety of you and your family",55
safehere,do you think you and your family members feel safe in the USA,55
safehere,"safety wise, do you think the decision to move to the US was a wise one?",55
nooffammembers,how many people in the family you got,56
nooffammembers,how many family members do you have,56
nooffammembers,how many persons does your family constitutes of,56
nooffammembers,how many people are there in your family,56
nooffammembers,your family is how big,56
nooffammembers,how big is your family,56
nooffammembers,"you have a nice family, how many people does it consist of ",56
nooffammembers,"you have a nice family, is it huge",56
nooffammembers,"you have a nice family, is it big?",56
nooffammembers,how many folks in the family do you have in total,56
nooffammembers,"in total, how many persons does your family have",56
nooffammembers,your family contains how many people again?,56
nooffammembers,how big do you think your family is,56
fammemberswhere,where are your family members,57
fammemberswhere,how is your family spread,57
fammemberswhere,where are your all the family members situated,57
fammemberswhere,is your family still back in Afghanistan,57
fammemberswhere,"are your family members still back there, In afghanistan? Still residing in Afghanistan?",57
fammemberswhere,where are your family members residing as of now,57
fammemberswhere,I meant where is your family residing as of now,57
fammemberswhere,what I mean is to tell me where your other family is residing as of now? Are they still back there?,57
fammemberswhere,where do your family members reside as of now,57
fammemberswhere,are your family members still back there,57
fammemberswhere,"how are your family members situated, as in where are all of them",57
fammemberswhere,where do your family members live,57
fammemberswhere,where do the people from your family live,57
fammemberswhere,where is your family situated,57
badanswer,you piece of shit,58
badanswer,you retard ,58
badanswer,you motherfucker,58
badanswer,you fucking mexican,58
badanswer,you fucking bitch,58
badanswer,you fucking immigrant,58
badanswer,you asshole of a mexican,58
badanswer,go back to your country,58
badanswer,go back to where ever you came from you piece of shit,58
badanswer,you illegal border jumper go back to where you came from,58
badanswer,you asshole go back to wherever you came from,58
badanswer,"you afghani asshole, go back to where the hell you came from",58
badanswer,"piece of shit retard, go back",58
badanswer,bitch shoo,58
badanswer,shoo away you cocksucker,58
badanswer,nigger get the fuck out of here,58
badanswer,nigga get the fuck out of this place,58
badanswer,you don’t deserve to live here. Get out of here,58
badanswer,you don’t deserve to live here in the USA.,58
badanswer,you people don’t deserve to live here in the USA,58
badanswer,"you all are of the same kind, dirty and bad",58
jobprospects,what were the job prospects like when you came here for the first time,59
jobprospects,what were the job conditions like when you first entered here,59
jobprospects,what were the job aspects like when you first moved to the USA,59
jobprospects,were the job aspects good when you first came here,59
jobprospects,was it easy for you to find a job here in the US,59
jobprospects,what was it like to find a job here in the US,59
jobprospects,were there any job vacancies when you first came here,59
jobprospects,what can you tell me about the availability of jobs when you came here,59
jobprospects,what did you think about the job prospects here in the United States when you came,59
jobprospects,were there enough jobs available for you to join when you first came here?,59
jobprospects,anything about the job availabilities when you first came here,59
jobprospects,tell me about job or work availabilites in US when you came here ,59
jobprospects,what was the occupation situation like when you came here,59
jobprospects,what were occupations availabilties like when you came here,59
earlymemofschool,tell me about your first day of school,60
earlymemofschool,do you have any first memories of school,60
earlymemofschool,tell me something about the first day of your school,60
earlymemofschool,and what do you remember about your first day or days of school or just an early memory when you were in school,60
earlymemofschool,any pleasant memories of your initial school days,60
earlymemofschool,do you remember what your first day at school was like,60
faveseason,"which season, month or time of year do you like the best and why",61
faveseason,what time of the year do you like the most,61
faveseason,which time of the year do you like the most,61
faveseason,what part of the year brings you the most joy,61
faveseason,what period of the year brings you the most joy and why,61
faveseason,what is your favorite time of the year,61
faveseason,what is your favorite season of the year,61
newyrs,what do you call new years in your language,62
newyrs,what do you call new years in your mother tongue,62
newyrs,how do you say new years in your tongue,62
newyrs,how do you say new years in your native language,62
newyrs,how do you wish new years in your language,62
faveholiday,what is your favorite holiday?,63
faveholiday,what festival do you like to celebrate the most,63
faveholiday,what festival or holiday brings you the most joy,63
faveholiday,any festival that brings you a lot of joy,63
faveholiday,any celebration or festival or a holiday that makes you feel really happy?,63
geomountains,do you have some mountains where you come from,64
geomountains,any hills or mountains where you come from,64
geomountains,any hill or mountain where you come from,64
geomountains,do you guys have peaks or mountains or hills in your country,64
geomountains,does the geography have any mountains back where you come from,64
geomountains,is the geography inclusive of the hills and mountains whence you come from,64
geomountains,does the geography of the place where you are from include mountains and mountain ranges,64
mountainrangename,any name of most popular mountain range,65
mountainrangename,what is the name of a mountain range back there,65
mountainrangename,give me an example of a mountain range back in your country,65
mountainrangename,give me a sample name of the mountain range back in your country,65
mountainrangename,give me a little example name of a mountain range back in your country,65
familyfunnystories,and tell me about some stories about your mom and dad that make you laugh,66
familyfunnystories,what do I mean by that is please tell me some funny family stories that still make you laugh or smile,66
familyfunnystories,"and can you tell me a story about them, your family, that makes you laugh",66
familyfunnystories,"any funny experience or a memory you have with them, your family, that makes you laugh, still",66
familyfunnystories,"what funny story makes you laugh, a story about them - your family members",66
familyfunnystories,what funny story do you remember that makes you crack about your family ,66
wheredidugrow,where did you grow up,67
wheredidugrow,what part of the world did you grow up in,67
wheredidugrow,please tell me about the place where you grew up,67
wheredidugrow,where did you spend your childhood years,67
wheredidugrow,tell me about the place you spent your younger years as a kid,67
wheredidugrow,I beseech you to tell me about the place you lived your childhood years in ,67
wheredidugrow,and please tell me about a place where you lived your childhood life,67
childhoodlike,what was your childhood like,68
childhoodlike,I beseech you to tell me about how your childhood was like,68
childhoodlike,what can you tell me about your childhood experiences,68
childhoodlike,what was it like growing up ,68
childhoodlike,how was it like growing up ,68
childhoodlike,what can you tell me about you growing up,68
childhoodlike,tell me something about your childhood - what was it like,68
birthorder,"amongst your siblings, what is your birth rank",69
birthorder,"amongst your siblings, what is your birth order",69
birthorder,what is your rank of birth when it comes to all your siblings,69
birthorder,where do you rank in your brothers and sisters on the basis of birth order,69
birthorder,"in between your siblings, where do you reckon, you rank when it comes to the order of birth",69
birthorder,how old are you comapred to your other siblings,69
birthorder,how old are you with respect to all the other siblings you have,69
perfectdaydefined,what is the definition of a perfct day in your opinion,70
perfectdaydefined,how would you define a perfect day in your opinion,70
perfectdaydefined,what would you call a perfect day when you were younger,70
perfectdaydefined,"how would you define a perfect day when you were young, in your opnion",70
ifyouhadstayed,what do you think would have been like if you had never left,71
ifyouhadstayed,what would it be like if you were to stay,71
ifyouhadstayed,what would it have been like if you would have stayed,71
ifyouhadstayed,what do you think your life would have been like if you had never left your previous country,71
ifyouhadstayed,how would have liked it if you were to stay,71
ifyouhadstayed,would have liked it if you were to stay,71
ifyouhadstayed,what do you recokn it would have been like if you were to stay,71
ifyouhadstayed,how do you reckon your life would have been like if you were to never leave,71
ifyouhadstayed,what do you reckon about the quality of your lifestyle if you had never left ,71
ifyouhadstayed,"what would have happened, what do you think, in your honest opnion, if you had stayed and had never left your country",71
missaboutprevcountry,what do you miss about the previous country,72
missaboutprevcountry,what do you most miss about the previous country,72
missaboutprevcountry,what do you miss the most about the country you are from,72
missaboutprevcountry,do you miss anything about your home country,72
missaboutprevcountry,missing something about your home country?,72
missaboutprevcountry,what do you miss about your previous country the most?,72
missaboutprevcountry,anything that makes you sad since you miss it about your home country,72
missaboutprevcountry,anything you miss about afghanistan now now that you are here,72
agegen,how old is he,73
agegen,how old are them,73
agegen,what is the age of them,73
agegen,how old is she,73
agegen,what abiut his age,73
agegen,how old did you say he is again,73
agegen,how old she is again,73
agegen,how old is he now,73
agegen,what about her age,73
agegen,"what abiut his age, how old is he",73
agegen,what is her age,73
agegen,what is his age,73
agegen,how much do they age at,73
agegen,what is their age,73
agegen,how old are they,73
agegen,how old are they ,73
agegen,and they are how old,73
agegen,and how old are they again,73
agegen,and how old is she again,73
agegen,how old is he again,73
agegen,how old is he again now,73
agegen,what is her age again and ,73
agegen,what do you think his age is now,73
locgen,where did you say you lived again,74
locgen,so you lived there,74
locgen,where do your mom and dad live?,74
locgen,where do you siblings live,74
locgen,where does your family live again?,74
locgen,where did they live again,74
locgen,where did they go ,74
locgen,where did you used to live,74
locgen,where did you use to live,74
locgen,where did you live again,74
locgen,where did you say you lived now,74
locgen,and where was it you lived!,74
locgen,where again did you live,74
locgen,and where now did you live,74
sibnum,so how many siblings do you have,75
sibnum,how many siblings again,75
sibnum,how many bros and sises do you have,75
sibnum,how many brothers and sisters again,75
sibnum,how many sibings again you said,75
sibnum,and how many bros and sisses you got?,75
sibnum,how many bros and sisters again you said you got?,75
sibnum,how many brothers and sisters you got in total,75
sayagain,say again now,76
sayagain,what did you say again,76
sayagain,and what did you say now,76
sayagain,what did you say now again,76
sayagain,say it again please,76
sayagain,oh could you please repeat that,76
sayagain,please repeat that again,76
sayagain,what did you talk about again,76
whathappy,what is something that makes you happy,77
whathappy,is there something that causes you happiness,77
whathappy,is there something that allows you to be happy,77
whathappy,what is something that causes you elation,77
whathappy,what is something that casues you to feel happiness,77
whathappy,is there anything that caused you to be happy ,77
whathappy,anything that’s given you satisfaction,77
whathappy,is there anything that causes you satisfaction,77
whathappy,what makes you feel content ,77
howmeals,how were your meals in your family,78
howmeals,how were your meals with your family members,78
howmeals,did you like the meals with your family members,78
howmeals,what were the meals like with your family ,78
howmeals,what kind of meals did you have with your family,78
howmeals,now how would you describe the meals with your family,78
howmeals,how were the meals like ,78
howmeals,how were the meal times like with them,78
howmeals,did you like your meals,78
howmeals,how was it the meals,78
howmeals,how were your meals with the fam,78
howmeals,how was your meals with your parents ,78
howmeals,did you like the meals with your family members,78
howmeals,did the meals with your family bring you happiness,78
howmeals,did the meals with your family cause you to be elated,78
howmeals,did the meals with your family help you be happy,78
goback,"given a chance, would you like to go back",79
goback,if given a chance would you like to go back,79
goback,and do you have any plans of moving back,79
goback,would you like to go back if you were given a chance,79
goback,how likely are you to go back if given a chance,79
goback,how much do you feel you will end up going back to whre you came from,79
goback,would you want to go back,79
goback,would you like to go back if you were given a chance,79
goback,would you like to go back,79
goback,any plans of going back to afghanistan,79
goback,any plans of going back,79
goback,any plans or would you like to go back ,79
goback,and would you like to go back ?,79
general,how was it ?,80
general,did you like it ,80
general,how were it,80
general,where was it again,80
general,what is it?,80
general,what was it?,80
general,how did you like it ,80
general,and what do you feel about it,80
general,did you like it actually,80
general,and do they like it,80
general,so the main question is do they like it actually?,80
general,did you actually like it,80
general,how it was? Tell me?,80
general,and do you still cherish and like it,80
general,did you like it?,80
general,do you still like it,80
general,and do you like it,80
general,was it good,80
general,was it good with it?,80
yourdad,your dad is who I am referring to,81
yourdad,your father,81
yourdad,your daddy,81
yourdad,your papa is who I was referrgin to,81
yourmom,your mother is who I was referring to,82
yourmom,I was referring to yor mommy,82
yourmom,you mama,82
yourmom,you mother,82
yoursiblings,siblings that you have is who I was referring to,83
yoursiblings,your siblings was who I was referring to,83
yoursiblings,your brothers and sisters,83
yoursiblings,your brother and sister were the people I was referring to,83
spendingtimefam,did you like spending time with your family,84
spendingtimefam,did you like spending time with your family members,84
spendingtimefam,was it good spending time with your family,84
wdym,what do you mean by that,85
wdym,wdym,85
wdym,wdym by that thing,85
wdym,"what do you mean, its not clear",85
wdym,so what do you mean by that,85
wdym,I don’t understand wdym by that,85
wdym,not clear on what do you mean by that,85
wdym,I don’t understand correctly what do you mean by that,85
wdym,and what do you mean by thet exactly ,85
wdym ,I still dont understand what you mean by that,85
wdym,what did you meant by that,85
wdym,what you meant,85
whydontu,why don’t you have the information,86
whydontu,why dont you ,86
whydontu,cmon man why don’t you,86
whydontu,come one maine why dont you,86
whydontu,why dont you have,86
whydontu,why didn’t you,86
whereplace,where is this place of yours,87
whereplace,where is the place anyways ,87
whereplace,where do you think is this place,87
whereplace,where is the place located ,87
genques,I wanted to ask a more general question,88
genques,I want to ask a general question,88
genques,let me ask a general question now,88
genques,I would like to ask a general question now,88
genques,lemme ask a more general question now,88
genques,"let me ask you, yourself, thyself, a rather general question now",88
haha,hahahaha,89
haha,hahahaha,89
haha,ahh hahahah,89
haha,ah hahahah,89
haha,ah haha,89
haha,haha haha funny,89
haha,ah haha funny,89
haha,so funny hah,89
grateful,thanks,90
grateful,thanks so much,90
grateful,thanks you,90
grateful,thank you ,90
grateful,danke,90
study,what are you studying,91
study,what are you up to studying in the university,91
study,what are you studying at ASU,91
study,what are you studying at the Arizona State University,91
study,what degree are you doing at the ASU,91
study,what course are you studying at the ASU,91
study,which degree are you going through at your university,91
study,what is the name course you are doing at the ASU,91
study,which degree/course/study are you pursuing from the university,91
gratefulback,you are welcome,92
gratefulback,welcome ,92
gratefulback,pleasure,92
gratefulback,your welcome,92
gratefulback,you are always welcome,92
gratefulback,my pleasure,92
gratefulback,you're welcome and my pleasure,92
